name	x	y	z	size	type	material	manufacturer	group	hemisphere
RIF05	55.687675	-11.099969	58.969353	2.3	surface	platinum	AdTech	strip	R
RIF06	56.702602	-19.833582	54.888279	2.3	surface	platinum	AdTech	strip	R
RIF07	59.685513	-29.367121	54.158504	2.3	surface	platinum	AdTech	strip	R
RIF08	58.642502	-38.930668	51.336826	2.3	surface	platinum	AdTech	strip	R
RIF09	57.955208	-47.305126	46.655811	2.3	surface	platinum	AdTech	strip	R
RIF10	53.825031	-57.096436	43.606281	2.3	surface	platinum	AdTech	strip	R
RIF11	48.137165	-65.622437	39.373852	2.3	surface	platinum	AdTech	strip	R
RIF12	41.279377	-73.877243	36.181866	2.3	surface	platinum	AdTech	strip	R
RST01	59.465675	12.723205	17.990721	2.3	surface	platinum	AdTech	strip	R
RST02	61.876614	2.20874	20.22508	2.3	surface	platinum	AdTech	strip	R
RST03	63.809837	-6.964915	21.138775	2.3	surface	platinum	AdTech	strip	R
RST04	63.624241	-17.12208	21.753611	2.3	surface	platinum	AdTech	strip	R
RST05	62.782619	-27.335419	23.376646	2.3	surface	platinum	AdTech	strip	R
RST06	60.426781	-38.805023	23.970583	2.3	surface	platinum	AdTech	strip	R
RST07	57.289955	-47.635612	23.966114	2.3	surface	platinum	AdTech	strip	R
RST08	52.292095	-57.73859	24.961151	2.3	surface	platinum	AdTech	strip	R
RST09	47.6199	-66.139206	24.914982	2.3	surface	platinum	AdTech	strip	R
RST10	40.475246	-74.96769	25.315828	2.3	surface	platinum	AdTech	strip	R
RPT01	36.455597	-38.004082	-18.092085	2.3	surface	platinum	AdTech	strip	R
RPT02	39.417969	-48.267433	-16.095551	2.3	surface	platinum	AdTech	strip	R
RPT03	41.287579	-59.306038	-11.960004	2.3	surface	platinum	AdTech	strip	R
RPT04	42.717838	-66.267563	-2.921828	2.3	surface	platinum	AdTech	strip	R
RPT05	39.998688	-73.465584	4.940339	2.3	surface	platinum	AdTech	strip	R
RPT06	35.187263	-79.786804	11.151427	2.3	surface	platinum	AdTech	strip	R
LDMT01	-34	5	-1	2.3	depth	platinum	AdTech	depth	L
LDMT02	-34.307692	0.307692	0.846154	2.3	depth	platinum	AdTech	depth	L
LDMT03	-34.615385	-4.384615	2.692308	2.3	depth	platinum	AdTech	depth	L
LDMT04	-34.923077	-9.076923	4.538462	2.3	depth	platinum	AdTech	depth	L
LDMT05	-35.230769	-13.769231	6.384615	2.3	depth	platinum	AdTech	depth	L
LDMT06	-35.538462	-18.461538	8.230769	2.3	depth	platinum	AdTech	depth	L
LDMT07	-35.846154	-23.153846	10.076923	2.3	depth	platinum	AdTech	depth	L
LDMT08	-36.153846	-27.846154	11.923077	2.3	depth	platinum	AdTech	depth	L
LDMT09	-36.461538	-32.538462	13.769231	2.3	depth	platinum	AdTech	depth	L
LDMT10	-36.769231	-37.230769	15.615385	2.3	depth	platinum	AdTech	depth	L
LDMT11	-37.076923	-41.923077	17.461538	2.3	depth	platinum	AdTech	depth	L
LDMT12	-37.384615	-46.615385	19.307692	2.3	depth	platinum	AdTech	depth	L
LDMT13	-37.692308	-51.307692	21.153846	2.3	depth	platinum	AdTech	depth	L
LDMT14	-38	-56	23	2.3	depth	platinum	AdTech	depth	L
LDII01	-41	15	15	2.3	depth	platinum	AdTech	depth	L
LDII02	-40.636364	10.090909	15.727273	2.3	depth	platinum	AdTech	depth	L
LDII03	-40.272727	5.181818	16.454545	2.3	depth	platinum	AdTech	depth	L
LDII04	-39.909091	0.272727	17.181818	2.3	depth	platinum	AdTech	depth	L
LDII05	-39.545455	-4.636364	17.909091	2.3	depth	platinum	AdTech	depth	L
LDII06	-39.181818	-9.545455	18.636364	2.3	depth	platinum	AdTech	depth	L
LDII07	-38.818182	-14.454545	19.363636	2.3	depth	platinum	AdTech	depth	L
LDII08	-38.454545	-19.363636	20.090909	2.3	depth	platinum	AdTech	depth	L
LDII09	-38.090909	-24.272727	20.818182	2.3	depth	platinum	AdTech	depth	L
LDII10	-37.727273	-29.181818	21.545455	2.3	depth	platinum	AdTech	depth	L
LDII11	-37.363636	-34.090909	22.272727	2.3	depth	platinum	AdTech	depth	L
LDII12	-37	-39	23	2.3	depth	platinum	AdTech	depth	L
LDSI01	-38	30	24	2.3	depth	platinum	AdTech	depth	L
LDSI02	-38	25	24.363636	2.3	depth	platinum	AdTech	depth	L
LDSI03	-38	20	24.727273	2.3	depth	platinum	AdTech	depth	L
LDSI04	-38	15	25.090909	2.3	depth	platinum	AdTech	depth	L
LDSI05	-38	10	25.454545	2.3	depth	platinum	AdTech	depth	L
LDSI06	-38	5	25.818182	2.3	depth	platinum	AdTech	depth	L
LDSI07	-38	0	26.181818	2.3	depth	platinum	AdTech	depth	L
LDSI08	-38	-5	26.545455	2.3	depth	platinum	AdTech	depth	L
LDSI09	-38	-10	26.909091	2.3	depth	platinum	AdTech	depth	L
LDSI10	-38	-15	27.272727	2.3	depth	platinum	AdTech	depth	L
LDSI11	-38	-20	27.636364	2.3	depth	platinum	AdTech	depth	L
LDSI12	-38	-25	28	2.3	depth	platinum	AdTech	depth	L
RDMT01	23	4	-7	2.3	depth	platinum	AdTech	depth	R
RDMT02	22.769231	-0.692308	-5.384615	2.3	depth	platinum	AdTech	depth	R
RDMT03	22.538462	-5.384615	-3.769231	2.3	depth	platinum	AdTech	depth	R
RDMT04	22.307692	-10.076923	-2.153846	2.3	depth	platinum	AdTech	depth	R
RDMT05	22.076923	-14.769231	-0.538462	2.3	depth	platinum	AdTech	depth	R
RDMT06	21.846154	-19.461538	1.076923	2.3	depth	platinum	AdTech	depth	R
RDMT07	21.615385	-24.153846	2.692308	2.3	depth	platinum	AdTech	depth	R
RDMT08	21.384615	-28.846154	4.307692	2.3	depth	platinum	AdTech	depth	R
RDMT09	21.153846	-33.538462	5.923077	2.3	depth	platinum	AdTech	depth	R
RDMT10	20.923077	-38.230769	7.538462	2.3	depth	platinum	AdTech	depth	R
RDMT11	20.692308	-42.923077	9.153846	2.3	depth	platinum	AdTech	depth	R
RDMT12	20.461538	-47.615385	10.769231	2.3	depth	platinum	AdTech	depth	R
RDMT13	20.230769	-52.307692	12.384615	2.3	depth	platinum	AdTech	depth	R
RDMT14	20	-57	14	2.3	depth	platinum	AdTech	depth	R
RDII01	30	32	0	2.3	depth	platinum	AdTech	depth	R
RDII02	29.909091	27.181818	1	2.3	depth	platinum	AdTech	depth	R
RDII03	29.818182	22.363636	2	2.3	depth	platinum	AdTech	depth	R
RDII04	29.727273	17.545455	3	2.3	depth	platinum	AdTech	depth	R
RDII05	29.636364	12.727273	4	2.3	depth	platinum	AdTech	depth	R
RDII06	29.545455	7.909091	5	2.3	depth	platinum	AdTech	depth	R
RDII07	29.454545	3.090909	6	2.3	depth	platinum	AdTech	depth	R
RDII08	29.363636	-1.727273	7	2.3	depth	platinum	AdTech	depth	R
RDII09	29.272727	-6.545455	8	2.3	depth	platinum	AdTech	depth	R
RDII10	29.181818	-11.363636	9	2.3	depth	platinum	AdTech	depth	R
RDII11	29.090909	-16.181818	10	2.3	depth	platinum	AdTech	depth	R
RDII12	29	-21	11	2.3	depth	platinum	AdTech	depth	R
RDSI01	36	26	14	2.3	depth	platinum	AdTech	depth	R
RDSI02	35.181818	21.090909	14.545455	2.3	depth	platinum	AdTech	depth	R
RDSI03	34.363636	16.181818	15.090909	2.3	depth	platinum	AdTech	depth	R
RDSI04	33.545455	11.272727	15.636364	2.3	depth	platinum	AdTech	depth	R
RDSI05	32.727273	6.363636	16.181818	2.3	depth	platinum	AdTech	depth	R
RDSI06	31.909091	1.454545	16.727273	2.3	depth	platinum	AdTech	depth	R
RDSI07	31.090909	-3.454545	17.272727	2.3	depth	platinum	AdTech	depth	R
RDSI08	30.272727	-8.363636	17.818182	2.3	depth	platinum	AdTech	depth	R
RDSI09	29.454545	-13.272727	18.363636	2.3	depth	platinum	AdTech	depth	R
RDSI10	28.636364	-18.181818	18.909091	2.3	depth	platinum	AdTech	depth	R
RDSI11	27.818182	-23.090909	19.454545	2.3	depth	platinum	AdTech	depth	R
RDSI12	27	-28	20	2.3	depth	platinum	AdTech	depth	R
