name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	reference	group	description	status	status_description
GB36	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB37	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB38	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB39	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB40	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB41	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB42	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB43	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB44	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB45	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB46	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB47	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB48	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB49	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB50	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB51	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB52	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB53	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB54	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB55	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB56	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB57	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB58	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB59	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB60	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB61	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB62	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
DC1	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC2	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC3	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC4	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC5	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC6	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC7	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC8	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
GB63	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
GB64	ECOG	microV	500	0.15	512	n/a	car	grid	n/a	good	n/a
MP01	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
MP02	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
MP03	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
MP04	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
MP05	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
MP06	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
LP01	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
LP02	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
LP03	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
LP04	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
LP05	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	bad	spikes
LP06	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
BT01	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
BT02	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	bad	excessivenoise
BT03	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
BT04	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
IO01	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
IO02	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
IO03	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
IO04	ECOG	microV	500	0.15	512	n/a	car	strip	n/a	good	n/a
IO05	OTHER	microV	500	0.15	512	n/a	n/a	n/a	n/a	bad	excessivenoise
IO06	OTHER	microV	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DMT01	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DMT02	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DMT03	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DMT04	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DMT05	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DMT06	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DMT07	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DMT08	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DMT09	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DMT10	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DAH01	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DAH02	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DAH03	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	bad	outlierspectrum
DAH04	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DAH05	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DAH06	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DAH07	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DAH08	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DPH01	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DPH02	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DPH03	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DPH04	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DPH05	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DPH06	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DPH07	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
DPH08	SEEG	microV	500	0.15	512	n/a	car	depth	n/a	good	n/a
SG01	OTHER	microV	500	0.15	512	n/a	n/a	n/a	n/a	bad	subgenual
SG02	OTHER	microV	500	0.15	512	n/a	n/a	n/a	n/a	bad	subgenual
SG03	OTHER	microV	500	0.15	512	n/a	n/a	n/a	n/a	bad	subgenual
SG04	OTHER	microV	500	0.15	512	n/a	n/a	n/a	n/a	bad	subgenual
SG05	OTHER	microV	500	0.15	512	n/a	n/a	n/a	n/a	bad	subgenual
SG06	OTHER	microV	500	0.15	512	n/a	n/a	n/a	n/a	bad	subgenual
EKG1	ECG	microV	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
EKG2	ECG	microV	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
PulseDC1	OTHER	bpm	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
PulseDC2	OTHER	bpm	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
PulseDC3	OTHER	bpm	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
PulseDC4	OTHER	bpm	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
PulseDC5	OTHER	bpm	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
PulseDC6	OTHER	bpm	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
PulseDC7	OTHER	bpm	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
PulseDC8	OTHER	bpm	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC9	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC10	TRIG	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC11	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC12	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
PulseR	OTHER	bpm	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
EDFAnnotati	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
