name	x	y	z	size	type	material	manufacturer	group	hemisphere
LPFI07	-64.730644	-25.882807	24.9126	2.3	surface	platinum	AdTech	strip	L
LPFI08	-65.486572	-35.008663	25.915697	2.3	surface	platinum	AdTech	strip	L
LPFI09	-64.786621	-42.544262	27.568771	2.3	surface	platinum	AdTech	strip	L
LPFI10	-60.647026	-53.137356	27.825928	2.3	surface	platinum	AdTech	strip	L
LPFS01	-24.16931	27.819326	49.985489	2.3	surface	platinum	AdTech	strip	L
LPFS02	-29.749355	21.313122	51.759457	2.3	surface	platinum	AdTech	strip	L
LPFS03	-34.7486	11.762904	52.493408	2.3	surface	platinum	AdTech	strip	L
LPFS04	-39.832691	4.498257	52.075565	2.3	surface	platinum	AdTech	strip	L
LPFS05	-44.442497	-2.07582	50.182507	2.3	surface	platinum	AdTech	strip	L
LPFS06	-49.180271	-13.232493	46.998203	2.3	surface	platinum	AdTech	strip	L
LPFS07	-51.217289	-22.016647	48.692356	2.3	surface	platinum	AdTech	strip	L
LPFS08	-56.449715	-32.131298	44.814514	2.3	surface	platinum	AdTech	strip	L
LPFS09	-55.385868	-41.131222	42.925236	2.3	surface	platinum	AdTech	strip	L
LPFS10	-54.721779	-49.837578	41.249992	2.3	surface	platinum	AdTech	strip	L
LP01	-20.55353	6.81801	60.02747	2.3	surface	platinum	AdTech	strip	L
LP02	-25.87858	-3.217288	60.449574	2.3	surface	platinum	AdTech	strip	L
LP03	-28.020617	-10.938251	59.688553	2.3	surface	platinum	AdTech	strip	L
LP04	-34.198174	-19.991085	59.597126	2.3	surface	platinum	AdTech	strip	L
LP05	-36.769066	-28.628294	59.003242	2.3	surface	platinum	AdTech	strip	L
LP06	-39.941059	-38.064335	55.541809	2.3	surface	platinum	AdTech	strip	L
LP07	-41.202404	-47.09938	52.603722	2.3	surface	platinum	AdTech	strip	L
LP08	-42.057713	-55.652058	47.785007	2.3	surface	platinum	AdTech	strip	L
DLMT01	-14	-2	-18	2.3	depth	platinum	AdTech	depth	L
DLMT02	-16	-6	-16.285714	2.3	depth	platinum	AdTech	depth	L
DLMT03	-18	-10	-14.571429	2.3	depth	platinum	AdTech	depth	L
DLMT04	-20	-14	-12.857143	2.3	depth	platinum	AdTech	depth	L
DLMT05	-22	-18	-11.142857	2.3	depth	platinum	AdTech	depth	L
DLMT06	-24	-22	-9.428571	2.3	depth	platinum	AdTech	depth	L
DLMT07	-26	-26	-7.714286	2.3	depth	platinum	AdTech	depth	L
DLMT08	-28	-30	-6	2.3	depth	platinum	AdTech	depth	L
DLII01	-29	15	-4	2.3	depth	platinum	AdTech	depth	L
DLII02	-29.666667	5.111111	-2.555556	2.3	depth	platinum	AdTech	depth	L
DLII03	-30.333333	-4.777778	-1.111111	2.3	depth	platinum	AdTech	depth	L
DLII04	-31	-14.666667	0.333333	2.3	depth	platinum	AdTech	depth	L
DLII05	-31.666667	-24.555556	1.777778	2.3	depth	platinum	AdTech	depth	L
DLII06	-32.333333	-34.444444	3.222222	2.3	depth	platinum	AdTech	depth	L
DLII07	-33	-44.333333	4.666667	2.3	depth	platinum	AdTech	depth	L
DLII08	-33.666667	-54.222222	6.111111	2.3	depth	platinum	AdTech	depth	L
DLII09	-34.333333	-64.111111	7.555556	2.3	depth	platinum	AdTech	depth	L
DLII10	-35	-74	9	2.3	depth	platinum	AdTech	depth	L
DLSI01	-28	26	-4	2.3	depth	platinum	AdTech	depth	L
DLSI02	-29.333333	16.444444	-1.222222	2.3	depth	platinum	AdTech	depth	L
DLSI03	-30.666667	6.888889	1.555556	2.3	depth	platinum	AdTech	depth	L
DLSI04	-32	-2.666667	4.333333	2.3	depth	platinum	AdTech	depth	L
DLSI05	-33.333333	-12.222222	7.111111	2.3	depth	platinum	AdTech	depth	L
DLSI06	-34.666667	-21.777778	9.888889	2.3	depth	platinum	AdTech	depth	L
DLSI07	-36	-31.333333	12.666667	2.3	depth	platinum	AdTech	depth	L
DLSI08	-37.333333	-40.888889	15.444444	2.3	depth	platinum	AdTech	depth	L
DLSI09	-38.666667	-50.444444	18.222222	2.3	depth	platinum	AdTech	depth	L
DLSI10	-40	-60	21	2.3	depth	platinum	AdTech	depth	L
DLSL01	-23	-44	-17	2.3	depth	platinum	AdTech	depth	L
DLSL02	-23.333333	-47.555556	-13.333333	2.3	depth	platinum	AdTech	depth	L
DLSL03	-23.666667	-51.111111	-9.666667	2.3	depth	platinum	AdTech	depth	L
DLSL04	-24	-54.666667	-6	2.3	depth	platinum	AdTech	depth	L
DLSL05	-24.333333	-58.222222	-2.333333	2.3	depth	platinum	AdTech	depth	L
DLSL06	-24.666667	-61.777778	1.333333	2.3	depth	platinum	AdTech	depth	L
DLSL07	-25	-65.333333	5	2.3	depth	platinum	AdTech	depth	L
DLSL08	-25.333333	-68.888889	8.666667	2.3	depth	platinum	AdTech	depth	L
DLSL09	-25.666667	-72.444444	12.333333	2.3	depth	platinum	AdTech	depth	L
DLSL10	-26	-76	16	2.3	depth	platinum	AdTech	depth	L
DLIL01	-20	-60	-17	2.3	depth	platinum	AdTech	depth	L
DLIL02	-22.142857	-62.857143	-13.428571	2.3	depth	platinum	AdTech	depth	L
DLIL03	-24.285714	-65.714286	-9.857143	2.3	depth	platinum	AdTech	depth	L
DLIL04	-26.428571	-68.571429	-6.285714	2.3	depth	platinum	AdTech	depth	L
DLIL05	-28.571429	-71.428571	-2.714286	2.3	depth	platinum	AdTech	depth	L
DLIL06	-30.714286	-74.285714	0.857143	2.3	depth	platinum	AdTech	depth	L
DLIL07	-32.857143	-77.142857	4.428571	2.3	depth	platinum	AdTech	depth	L
DLIL08	-35	-80	8	2.3	depth	platinum	AdTech	depth	L
