name	x	y	z	size	type	material	manufacturer	group	hemisphere
G63	54.723282	-5.757374	-32.681526	2.3	surface	platinum	AdTech	grid	R
G64	53.537197	3.18039	-34.93079	2.3	surface	platinum	AdTech	grid	R
ST01	15.149056	33.559158	-37.114414	2.3	surface	platinum	AdTech	strip	R
ST02	25.414989	33.977604	-33.846195	2.3	surface	platinum	AdTech	strip	R
ST03	34.517693	30.125118	-31.101202	2.3	surface	platinum	AdTech	strip	R
ST04	43.000298	26.837061	-26.865892	2.3	surface	platinum	AdTech	strip	R
MT01	34.858147	19.814432	-45.429169	2.3	surface	platinum	AdTech	strip	R
MT02	42.955505	12.528198	-43.623287	2.3	surface	platinum	AdTech	strip	R
MT03	49.41029	4.180486	-39.557106	2.3	surface	platinum	AdTech	strip	R
MT04	55.835152	-1.86782	-32.049862	2.3	surface	platinum	AdTech	strip	R
PT01	16.022135	-2.281692	-41.691288	2.3	surface	platinum	AdTech	strip	R
PT02	25.421537	-8.497821	-40.17395	2.3	surface	platinum	AdTech	strip	R
PT03	34.829674	-12.078776	-37.632618	2.3	surface	platinum	AdTech	strip	R
PT04	43.129242	-17.145945	-37.210686	2.3	surface	platinum	AdTech	strip	R
AMT01	5	-2	-27	2.3	depth	platinum	AdTech	depth	R
AMT02	9.555556	-3.666667	-26.444444	2.3	depth	platinum	AdTech	depth	R
AMT03	14.111111	-5.333333	-25.888889	2.3	depth	platinum	AdTech	depth	R
AMT04	18.666667	-7	-25.333333	2.3	depth	platinum	AdTech	depth	R
AMT05	23.222222	-8.666667	-24.777778	2.3	depth	platinum	AdTech	depth	R
AMT06	27.777778	-10.333333	-24.222222	2.3	depth	platinum	AdTech	depth	R
AMT07	32.333333	-12	-23.666667	2.3	depth	platinum	AdTech	depth	R
AMT08	36.888889	-13.666667	-23.111111	2.3	depth	platinum	AdTech	depth	R
AMT09	41.444444	-15.333333	-22.555556	2.3	depth	platinum	AdTech	depth	R
AMT10	46	-17	-22	2.3	depth	platinum	AdTech	depth	R
PMT01	10	-21	-21	2.3	depth	platinum	AdTech	depth	R
PMT02	14.428571	-23.142857	-21	2.3	depth	platinum	AdTech	depth	R
PMT03	18.857143	-25.285714	-21	2.3	depth	platinum	AdTech	depth	R
PMT04	23.285714	-27.428571	-21	2.3	depth	platinum	AdTech	depth	R
PMT05	27.714286	-29.571429	-21	2.3	depth	platinum	AdTech	depth	R
PMT06	32.142857	-31.714286	-21	2.3	depth	platinum	AdTech	depth	R
PMT07	36.571429	-33.857143	-21	2.3	depth	platinum	AdTech	depth	R
PMT08	41	-36	-21	2.3	depth	platinum	AdTech	depth	R
SL01	30	-43	-2	2.3	depth	platinum	AdTech	depth	R
SL02	34.333333	-41.333333	-1	2.3	depth	platinum	AdTech	depth	R
SL03	38.666667	-39.666667	-0	2.3	depth	platinum	AdTech	depth	R
SL04	43	-38	1	2.3	depth	platinum	AdTech	depth	R
