name	type	units	low_cutoff	high_cutoff	sampling_frequency	notch	reference	group	description	status	status_description
SG5	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	excessivenoise
SG6	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	excessivenoise
EKG1	ECG	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
EKG2	ECG	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC1	TRIG	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC2	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC3	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC4	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
DC5	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
OSAT	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
PR	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
Pleth	OTHER	unknown	500	0.15	512	n/a	n/a	n/a	n/a	bad	n/a
