name	x	y	z	size	type	material	manufacturer	group	hemisphere
DMT01	25	-3	-38	2.3	depth	platinum	AdTech	depth	R
DMT02	28.285714	-6.571429	-36.428571	2.3	depth	platinum	AdTech	depth	R
DMT03	31.571429	-10.142857	-34.857143	2.3	depth	platinum	AdTech	depth	R
DMT04	34.857143	-13.714286	-33.285714	2.3	depth	platinum	AdTech	depth	R
DMT05	38.142857	-17.285714	-31.714286	2.3	depth	platinum	AdTech	depth	R
DMT06	41.428571	-20.857143	-30.142857	2.3	depth	platinum	AdTech	depth	R
DMT07	44.714286	-24.428571	-28.571429	2.3	depth	platinum	AdTech	depth	R
DMT08	48	-28	-27	2.3	depth	platinum	AdTech	depth	R
DI01	50	26	-18	2.3	depth	platinum	AdTech	depth	R
DI02	50.363636	21.090909	-18.090909	2.3	depth	platinum	AdTech	depth	R
DI03	50.727273	16.181818	-18.181818	2.3	depth	platinum	AdTech	depth	R
DI04	51.090909	11.272727	-18.272727	2.3	depth	platinum	AdTech	depth	R
DI07	52.181818	-3.454545	-18.545455	2.3	depth	platinum	AdTech	depth	R
DI08	52.545455	-8.363636	-18.636364	2.3	depth	platinum	AdTech	depth	R
DI11	53.636364	-23.090909	-18.909091	2.3	depth	platinum	AdTech	depth	R
DI12	54	-28	-19	2.3	depth	platinum	AdTech	depth	R
DPLS01	40	2	-18	2.3	depth	platinum	AdTech	depth	R
DPLS02	40.909091	-1.545455	-14.727273	2.3	depth	platinum	AdTech	depth	R
DPLS05	43.636364	-12.181818	-4.909091	2.3	depth	platinum	AdTech	depth	R
DPLS06	44.545455	-15.727273	-1.636364	2.3	depth	platinum	AdTech	depth	R
DPLS09	47.272727	-26.363636	8.181818	2.3	depth	platinum	AdTech	depth	R
DPLS10	48.181818	-29.909091	11.454545	2.3	depth	platinum	AdTech	depth	R
DPLS11	49.090909	-33.454545	14.727273	2.3	depth	platinum	AdTech	depth	R
DPLS12	50	-37	18	2.3	depth	platinum	AdTech	depth	R
DALS01	6	-31	18	2.3	depth	platinum	AdTech	depth	R
DALS02	10.636364	-31.181818	16.636364	2.3	depth	platinum	AdTech	depth	R
DALS05	24.545455	-31.727273	12.545455	2.3	depth	platinum	AdTech	depth	R
DALS06	29.181818	-31.909091	11.181818	2.3	depth	platinum	AdTech	depth	R
DALS09	43.090909	-32.454545	7.090909	2.3	depth	platinum	AdTech	depth	R
DALS10	47.727273	-32.636364	5.727273	2.3	depth	platinum	AdTech	depth	R
DALS11	52.363636	-32.818182	4.363636	2.3	depth	platinum	AdTech	depth	R
DALS12	57	-33	3	2.3	depth	platinum	AdTech	depth	R
DCLS01	27	-10	-9	2.3	depth	platinum	AdTech	depth	R
DCLS02	30.857143	-10.285714	-5.714286	2.3	depth	platinum	AdTech	depth	R
DCLS05	42.428571	-11.142857	4.142857	2.3	depth	platinum	AdTech	depth	R
DCLS06	46.285714	-11.428571	7.428571	2.3	depth	platinum	AdTech	depth	R
DCLS07	50.142857	-11.714286	10.714286	2.3	depth	platinum	AdTech	depth	R
DCLS08	54	-12	14	2.3	depth	platinum	AdTech	depth	R
GB03	36.634396	-83.415794	-25.161673	1	surface	platinum	PMT	HDgrid	R
GB04	38.48645	-81.844658	-24.210455	1	surface	platinum	PMT	HDgrid	R
GB05	40.870045	-80.288979	-22.693806	1	surface	platinum	PMT	HDgrid	R
GB06	42.880428	-78.734924	-21.712862	1	surface	platinum	PMT	HDgrid	R
GB07	45.128777	-76.508484	-20.831923	1	surface	platinum	PMT	HDgrid	R
GB08	46.962223	-74.444153	-19.032717	1	surface	platinum	PMT	HDgrid	R
GB09	48.459892	-72.742874	-18.206106	1	surface	platinum	PMT	HDgrid	R
GB10	50.381119	-70.545753	-17.091269	1	surface	platinum	PMT	HDgrid	R
GB11	52.131145	-68.366997	-15.892282	1	surface	platinum	PMT	HDgrid	R
GB12	53.818455	-66.174515	-14.943482	1	surface	platinum	PMT	HDgrid	R
GB13	55.549175	-64.014885	-12.980075	1	surface	platinum	PMT	HDgrid	R
GB14	57.334782	-61.832985	-12.010063	1	surface	platinum	PMT	HDgrid	R
GB17	31.303162	-88.762299	-25.391981	1	surface	platinum	PMT	HDgrid	R
GB18	33.727341	-87.306343	-23.781717	1	surface	platinum	PMT	HDgrid	R
GB19	35.673073	-85.404709	-22.584415	1	surface	platinum	PMT	HDgrid	R
GB20	37.596367	-82.98661	-21.508764	1	surface	platinum	PMT	HDgrid	R
GB21	39.810642	-81.066391	-20.150349	1	surface	platinum	PMT	HDgrid	R
GB22	41.979519	-79.349876	-18.768076	1	surface	platinum	PMT	HDgrid	R
GB23	43.949711	-77.544189	-17.871246	1	surface	platinum	PMT	HDgrid	R
GB24	45.95047	-75.469803	-16.9254	1	surface	platinum	PMT	HDgrid	R
GB25	47.349129	-73.840523	-14.997423	1	surface	platinum	PMT	HDgrid	R
GB26	49.207363	-71.648453	-14.035331	1	surface	platinum	PMT	HDgrid	R
GB27	51.040962	-69.471199	-13.00566	1	surface	platinum	PMT	HDgrid	R
GB28	52.803047	-67.27227	-11.982717	1	surface	platinum	PMT	HDgrid	R
GB29	54.57922	-65.096558	-10.991133	1	surface	platinum	PMT	HDgrid	R
GB30	56.377934	-62.949474	-8.991613	1	surface	platinum	PMT	HDgrid	R
GB31	58.111755	-60.856155	-8.348821	1	surface	platinum	PMT	HDgrid	R
GB32	59.921486	-58.507179	-6.998204	1	surface	platinum	PMT	HDgrid	R
GB33	30.299107	-89.797707	-22.50703	1	surface	platinum	PMT	HDgrid	R
GB34	32.841347	-88.38517	-20.910589	1	surface	platinum	PMT	HDgrid	R
GB35	34.838535	-86.638374	-19.708654	1	surface	platinum	PMT	HDgrid	R
GB36	36.722931	-84.318504	-19.021294	1	surface	platinum	PMT	HDgrid	R
GB37	38.227589	-82.498062	-17.195314	1	surface	platinum	PMT	HDgrid	R
GB38	40.300068	-80.494576	-15.941157	1	surface	platinum	PMT	HDgrid	R
GB39	42.437523	-78.635567	-15.144119	1	surface	platinum	PMT	HDgrid	R
GB40	44.411568	-76.853256	-14.351584	1	surface	platinum	PMT	HDgrid	R
GB41	46.364208	-74.894264	-12.863417	1	surface	platinum	PMT	HDgrid	R
GB42	48.211525	-72.773674	-11.037498	1	surface	platinum	PMT	HDgrid	R
GB43	50.001446	-70.574417	-10.045242	1	surface	platinum	PMT	HDgrid	R
GB44	51.742542	-68.391289	-9.02387	1	surface	platinum	PMT	HDgrid	R
GB45	53.490963	-66.159935	-8.000183	1	surface	platinum	PMT	HDgrid	R
GB46	55.272602	-64.03035	-7.011341	1	surface	platinum	PMT	HDgrid	R
GB47	57.105511	-61.889324	-5.930599	1	surface	platinum	PMT	HDgrid	R
GB48	58.842682	-59.5961	-3.873172	1	surface	platinum	PMT	HDgrid	R
GB49	29.032076	-90.55603	-19.827045	1	surface	platinum	PMT	HDgrid	R
GB50	31.585615	-89.219467	-18.514334	1	surface	platinum	PMT	HDgrid	R
GB51	33.570282	-87.672775	-17.333836	1	surface	platinum	PMT	HDgrid	R
GB52	35.199726	-85.813354	-15.809519	1	surface	platinum	PMT	HDgrid	R
GB53	37.12265	-83.544693	-14.839866	1	surface	platinum	PMT	HDgrid	R
GB54	39.006096	-81.501839	-13.922374	1	surface	platinum	PMT	HDgrid	R
GB55	40.941898	-79.604057	-12.017987	1	surface	platinum	PMT	HDgrid	R
GB56	43.19104	-77.697899	-11.209837	1	surface	platinum	PMT	HDgrid	R
GB57	45.318947	-75.835854	-9.633499	1	surface	platinum	PMT	HDgrid	R
GB58	47.325165	-73.819168	-8.983461	1	surface	platinum	PMT	HDgrid	R
GB59	48.963928	-71.837196	-7.346206	1	surface	platinum	PMT	HDgrid	R
GB60	50.752338	-69.458488	-6.240357	1	surface	platinum	PMT	HDgrid	R
GB61	52.552883	-66.973572	-5.044765	1	surface	platinum	PMT	HDgrid	R
GB62	53.899242	-65.15432	-4.061297	1	surface	platinum	PMT	HDgrid	R
GB63	56.055927	-62.610077	-3.061428	1	surface	platinum	PMT	HDgrid	R
GB64	57.441814	-60.931602	-2.005033	1	surface	platinum	PMT	HDgrid	R
GB65	26.95491	-91.353233	-16.783503	1	surface	platinum	PMT	HDgrid	R
GB66	29.730108	-90.096863	-15.441886	1	surface	platinum	PMT	HDgrid	R
GB67	32.009617	-88.472023	-14.867962	1	surface	platinum	PMT	HDgrid	R
GB68	34.380413	-85.966911	-12.864664	1	surface	platinum	PMT	HDgrid	R
GB69	36.2197	-83.969559	-11.871985	1	surface	platinum	PMT	HDgrid	R
GB70	38.046459	-82.040672	-11.053833	1	surface	platinum	PMT	HDgrid	R
GB71	40.018059	-80.098373	-9.607653	1	surface	platinum	PMT	HDgrid	R
GB72	41.905773	-78.527023	-8.640328	1	surface	platinum	PMT	HDgrid	R
GB73	44.164856	-76.705124	-7.337878	1	surface	platinum	PMT	HDgrid	R
GB74	46.217442	-74.85186	-5.798769	1	surface	platinum	PMT	HDgrid	R
GB75	48.140465	-72.753624	-4.951079	1	surface	platinum	PMT	HDgrid	R
GB76	49.951435	-70.368469	-3.853243	1	surface	platinum	PMT	HDgrid	R
GB77	51.479412	-68.037186	-2.053184	1	surface	platinum	PMT	HDgrid	R
GB78	53.119114	-65.644531	-1.022989	1	surface	platinum	PMT	HDgrid	R
GB79	54.491314	-63.826286	-0.149584	1	surface	platinum	PMT	HDgrid	R
GB80	56.251198	-61.592842	1.645944	1	surface	platinum	PMT	HDgrid	R
GB81	26.190653	-91.552933	-14.144233	1	surface	platinum	PMT	HDgrid	R
GB82	28.01083	-90.659836	-12.67396	1	surface	platinum	PMT	HDgrid	R
GB83	30.386103	-89.049248	-12.009163	1	surface	platinum	PMT	HDgrid	R
GB84	32.566902	-87.06768	-10.910298	1	surface	platinum	PMT	HDgrid	R
GB85	34.340797	-85.076355	-9.045835	1	surface	platinum	PMT	HDgrid	R
GB86	36.307781	-83.057915	-8.120189	1	surface	platinum	PMT	HDgrid	R
GB87	38.593414	-80.870697	-7.220471	1	surface	platinum	PMT	HDgrid	R
GB88	40.592449	-79.232071	-6.069912	1	surface	platinum	PMT	HDgrid	R
GB89	42.950748	-77.445442	-4.794405	1	surface	platinum	PMT	HDgrid	R
GB90	44.930107	-75.804955	-3.4171	1	surface	platinum	PMT	HDgrid	R
GB91	46.717186	-73.987091	-2.030621	1	surface	platinum	PMT	HDgrid	R
GB92	48.862549	-71.428535	-0.891903	1	surface	platinum	PMT	HDgrid	R
GB93	50.454502	-69.142815	0.036713	1	surface	platinum	PMT	HDgrid	R
GB94	51.93499	-66.653267	1.959686	1	surface	platinum	PMT	HDgrid	R
GB95	53.278965	-64.670654	3.132326	1	surface	platinum	PMT	HDgrid	R
GB96	54.963707	-62.557594	4.002454	1	surface	platinum	PMT	HDgrid	R
GB97	23.791246	-92.288765	-11.708176	1	surface	platinum	PMT	HDgrid	R
GB98	26.721617	-91.052803	-10.427283	1	surface	platinum	PMT	HDgrid	R
GB99	28.847336	-89.473488	-8.964266	1	surface	platinum	PMT	HDgrid	R
GB100	31.076504	-87.57048	-7.980792	1	surface	platinum	PMT	HDgrid	R
GB101	33.174465	-85.602402	-6.893986	1	surface	platinum	PMT	HDgrid	R
GB102	35.025753	-83.537514	-5.027767	1	surface	platinum	PMT	HDgrid	R
GB103	36.929752	-81.659912	-4.317312	1	surface	platinum	PMT	HDgrid	R
GB104	38.896431	-79.968468	-3.203083	1	surface	platinum	PMT	HDgrid	R
GB105	41.366711	-78.111832	-1.151894	1	surface	platinum	PMT	HDgrid	R
GB106	43.698658	-76.413704	-0.785649	1	surface	platinum	PMT	HDgrid	R
GB107	45.590382	-74.446732	1.040858	1	surface	platinum	PMT	HDgrid	R
GB108	47.409695	-72.392311	2.00156	1	surface	platinum	PMT	HDgrid	R
GB109	48.804111	-70.526299	2.964054	1	surface	platinum	PMT	HDgrid	R
GB110	50.375595	-68.125069	4.138507	1	surface	platinum	PMT	HDgrid	R
GB111	52.009228	-65.660561	5.181674	1	surface	platinum	PMT	HDgrid	R
GB112	53.647457	-63.480324	6.140897	1	surface	platinum	PMT	HDgrid	R
GB115	27.220461	-90.009544	-6.031065	1	surface	platinum	PMT	HDgrid	R
GB116	29.583654	-88.007545	-4.985613	1	surface	platinum	PMT	HDgrid	R
GB117	31.702127	-86.164421	-4.143009	1	surface	platinum	PMT	HDgrid	R
GB118	33.450127	-84.369499	-2.741572	1	surface	platinum	PMT	HDgrid	R
GB119	35.157047	-82.333847	-1.008077	1	surface	platinum	PMT	HDgrid	R
GB120	37.419117	-80.389389	-0.466022	1	surface	platinum	PMT	HDgrid	R
GB121	39.606773	-78.790688	0.868786	1	surface	platinum	PMT	HDgrid	R
GB122	42.171749	-76.963882	2.091979	1	surface	platinum	PMT	HDgrid	R
GB123	44.134743	-74.941193	3.871692	1	surface	platinum	PMT	HDgrid	R
GB124	45.982529	-73.013428	4.507402	1	surface	platinum	PMT	HDgrid	R
GB125	47.346764	-71.016479	5.93641	1	surface	platinum	PMT	HDgrid	R
GB126	49.209263	-68.425003	7.047394	1	surface	platinum	PMT	HDgrid	R
