name	x	y	z	size	type	material	manufacturer	group	hemisphere
G55	-60.248962	-46.814419	-3.236195	2.3	surface	platinum	AdTech	grid	L
G56	-55.094566	-51.648876	-12.119334	2.3	surface	platinum	AdTech	grid	L
G57	-59.940174	0.866496	33.413525	2.3	surface	platinum	AdTech	grid	L
G58	-62.841015	-6.165488	26.648638	2.3	surface	platinum	AdTech	grid	L
G59	-64.961067	-13.503822	20.545164	2.3	surface	platinum	AdTech	grid	L
G60	-65.702438	-20.529089	13.198812	2.3	surface	platinum	AdTech	grid	L
G61	-66.041306	-27.813938	5.9239	2.3	surface	platinum	AdTech	grid	L
G62	-64.924217	-34.313274	-1.882991	2.3	surface	platinum	AdTech	grid	L
G63	-62.539585	-40.166115	-10.285932	2.3	surface	platinum	AdTech	grid	L
G64	-57.346729	-45.081009	-18.296558	2.3	surface	platinum	AdTech	grid	L
T01	-23.782511	22.775188	-32.975082	2.3	surface	platinum	AdTech	strip	L
T02	-32.270248	27.283104	-34.861893	2.3	surface	platinum	AdTech	strip	L
T03	-42.236866	25.978485	-29.585154	2.3	surface	platinum	AdTech	strip	L
T04	-50.496304	20.9107	-26.044939	2.3	surface	platinum	AdTech	strip	L
T05	-55.369404	14.342052	-19.030216	2.3	surface	platinum	AdTech	strip	L
T06	-60.349316	7.553195	-13.333351	2.3	surface	platinum	AdTech	strip	L
T07	-62.691772	1.270767	-7.030199	2.3	surface	platinum	AdTech	strip	L
T08	-64.016609	-4.717686	0.258682	2.3	surface	platinum	AdTech	strip	L
BT01	-9.811943	-67.675407	-11.258158	2.3	surface	platinum	AdTech	strip	L
BT02	-18.76931	-70.780258	-14.095619	2.3	surface	platinum	AdTech	strip	L
BT03	-28.366825	-74.475449	-13.960973	2.3	surface	platinum	AdTech	strip	L
BT04	-36.585579	-75.848824	-8.169666	2.3	surface	platinum	AdTech	strip	L
BO01	-3.751599	-75.135704	-9.603271	2.3	surface	platinum	AdTech	strip	L
BO02	-10.768275	-81.731873	-12.024934	2.3	surface	platinum	AdTech	strip	L
BO03	-19.110352	-86.60331	-6.450902	2.3	surface	platinum	AdTech	strip	L
BO04	-23.079494	-85.434296	3.11567	2.3	surface	platinum	AdTech	strip	L
MIO01	3.477853	-55.21476	5.786022	2.3	surface	platinum	AdTech	strip	R
MIO02	5.029556	-63.92585	11.130903	2.3	surface	platinum	AdTech	strip	R
MIO03	4.682271	-71.064995	18.057163	2.3	surface	platinum	AdTech	strip	R
MIO04	-1.020816	-79.03759	26.082094	2.3	surface	platinum	AdTech	strip	L
MSO01	2.328001	-45.087406	11.220556	2.3	surface	platinum	AdTech	strip	R
MSO02	3.662139	-53.044518	17.95281	2.3	surface	platinum	AdTech	strip	R
MSO03	3.379823	-60.990314	24.278757	2.3	surface	platinum	AdTech	strip	R
MSO04	3.076993	-66.327736	31.784588	2.3	surface	platinum	AdTech	strip	R
SF01	-2.338041	5.686522	37.604084	2.3	surface	platinum	AdTech	strip	L
SF02	-3.522542	5.808626	47.038601	2.3	surface	platinum	AdTech	strip	L
SF03	-5.466033	5.834498	56.092232	2.3	surface	platinum	AdTech	strip	L
SF04	-11.088583	3.878117	63.370914	2.3	surface	platinum	AdTech	strip	L
SF05	-18.069662	0.338266	62.445026	2.3	surface	platinum	AdTech	strip	L
SF06	-23.715464	-6.246123	66.140343	2.3	surface	platinum	AdTech	strip	L
SF07	-27.109097	-15.886437	64.614212	2.3	surface	platinum	AdTech	strip	L
SF08	-30.507034	-25.884485	64.466911	2.3	surface	platinum	AdTech	strip	L
IF01	-38.474121	51.495243	26.740358	2.3	surface	platinum	AdTech	strip	L
IF02	-41.666103	42.76049	31.292416	2.3	surface	platinum	AdTech	strip	L
IF03	-45.519783	34.235798	34.65815	2.3	surface	platinum	AdTech	strip	L
IF04	-48.677971	24.017864	36.182312	2.3	surface	platinum	AdTech	strip	L
IF05	-50.836334	15.375257	39.067989	2.3	surface	platinum	AdTech	strip	L
IF06	-53.583282	5.74214	44.044041	2.3	surface	platinum	AdTech	strip	L
IF07	-53.536579	-4.963203	44.196033	2.3	surface	platinum	AdTech	strip	L
IF08	-56.088005	-15.273905	44.049267	2.3	surface	platinum	AdTech	strip	L
DMT01	-27	5	-32	2.3	depth	platinum	AdTech	depth	L
DMT02	-27.545455	0.909091	-29.272727	2.3	depth	platinum	AdTech	depth	L
DMT03	-28.090909	-3.181818	-26.545455	2.3	depth	platinum	AdTech	depth	L
DMT04	-28.636364	-7.272727	-23.818182	2.3	depth	platinum	AdTech	depth	L
DMT05	-29.181818	-11.363636	-21.090909	2.3	depth	platinum	AdTech	depth	L
DMT06	-29.727273	-15.454545	-18.363636	2.3	depth	platinum	AdTech	depth	L
DMT07	-30.272727	-19.545455	-15.636364	2.3	depth	platinum	AdTech	depth	L
DMT08	-30.818182	-23.636364	-12.909091	2.3	depth	platinum	AdTech	depth	L
DMT09	-31.363636	-27.727273	-10.181818	2.3	depth	platinum	AdTech	depth	L
DMT10	-31.909091	-31.818182	-7.454545	2.3	depth	platinum	AdTech	depth	L
DMT11	-32.454545	-35.909091	-4.727273	2.3	depth	platinum	AdTech	depth	L
DMT12	-33	-40	-2	2.3	depth	platinum	AdTech	depth	L
DI01	-38	15	-15	2.3	depth	platinum	AdTech	depth	L
DI02	-37.555556	10.777778	-12.555556	2.3	depth	platinum	AdTech	depth	L
DI03	-37.111111	6.555556	-10.111111	2.3	depth	platinum	AdTech	depth	L
DI04	-36.666667	2.333333	-7.666667	2.3	depth	platinum	AdTech	depth	L
DI05	-36.222222	-1.888889	-5.222222	2.3	depth	platinum	AdTech	depth	L
DI06	-35.777778	-6.111111	-2.777778	2.3	depth	platinum	AdTech	depth	L
DI07	-35.333333	-10.333333	-0.333333	2.3	depth	platinum	AdTech	depth	L
DI08	-34.888889	-14.555556	2.111111	2.3	depth	platinum	AdTech	depth	L
DI09	-34.444444	-18.777778	4.555556	2.3	depth	platinum	AdTech	depth	L
DI10	-34	-23	7	2.3	depth	platinum	AdTech	depth	L
DLA01	-22	-64	-9	2.3	depth	platinum	AdTech	depth	L
DLA02	-23.5	-64.166667	-4.166667	2.3	depth	platinum	AdTech	depth	L
DLA03	-25	-64.333333	0.666667	2.3	depth	platinum	AdTech	depth	L
DLA04	-26.5	-64.5	5.5	2.3	depth	platinum	AdTech	depth	L
DLA05	-28	-64.666667	10.333333	2.3	depth	platinum	AdTech	depth	L
DLA06	-29.5	-64.833333	15.166667	2.3	depth	platinum	AdTech	depth	L
DLA07	-31	-65	20	2.3	depth	platinum	AdTech	depth	L
DLB01	-21	-64	2	2.3	depth	platinum	AdTech	depth	L
DLB02	-25.333333	-65.666667	3.333333	2.3	depth	platinum	AdTech	depth	L
DLB03	-29.666667	-67.333333	4.666667	2.3	depth	platinum	AdTech	depth	L
DLB04	-34	-69	6	2.3	depth	platinum	AdTech	depth	L
DLC01	-25	-60	2	2.3	depth	platinum	AdTech	depth	L
DLC02	-29	-59.5	4.75	2.3	depth	platinum	AdTech	depth	L
DLC03	-33	-59	7.5	2.3	depth	platinum	AdTech	depth	L
DLC04	-37	-58.5	10.25	2.3	depth	platinum	AdTech	depth	L
DLC05	-41	-58	13	2.3	depth	platinum	AdTech	depth	L
